Product Name,Order YearMonth,Order Quantity,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Inventory to Sales Delta
Bridgestone e6 Straight Distance NFL San Dieg,0,0.0,201601,0,0.53649,0.0
Clicgear 8.0 Shoe Brush,0,0.0,201601,0,2.13249,0.0
Team Golf Pittsburgh Steelers Putter Grip,0,0.0,201601,0,0.82446,0.0
Top Flite Women's 2017 XL Hybrid,0,0.0,201601,0,1.13019,0.0
Nike Dri-FIT Crew Sock 6 Pack,0,0.0,201601,0,0.14197,0.0
Under Armour Women's Micro G Skulpt Running S,0,0.0,201601,0,1.29137,0.0
Nike Women's Legend V-Neck T-Shirt,0,0.0,201601,0,1.62295,0.0
adidas Kids' F5 Messi FG Soccer Cleat,0,0.0,201601,1,1.7027,1.0
Children's heaters,0,0.0,201601,0,2.19512,0.0
Web Camera,0,0.0,201601,0,1.73692,0.0
Dell Laptop,0,0.0,201601,34,2.15347,34.0
Porcelain crafts,0,0.0,201601,0,2.04641,0.0
Sports Books,0,0.0,201601,0,1.43552,0.0
Industrial consumer electronics,0,0.0,201601,0,0.44091,0.0
Summer dresses,0,0.0,201601,0,1.17631,0.0
Lawn mower,0,0.0,201601,3,0.94161,3.0
Adult dog supplies,0,0.0,201601,0,1.43668,0.0
Rock music,0,0.0,201601,0,0.57453,0.0
Elevation Training Mask 2.0,0,0.0,201601,0,1.33904,0.0
LIJA Women's Mid-Length Panel Golf Shorts,0,0.0,201601,0,1.68354,0.0
Toys,0,0.0,201601,0,1.60323,0.0
Bag Boy M330 Push Cart,0,0.0,201601,0,1.10912,0.0
Merrell Women's Grassbow Sport Hiking Shoe,0,0.0,201601,0,1.37868,0.0
Nike Men's Free TR 5.0 TB Training Shoe,0,0.0,201601,0,1.47455,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,0,0.0,201601,0,0.43109,0.0
First aid kit,0,0.0,201601,0,1.3803,0.0
CDs of rock,0,0.0,201601,0,1.19171,0.0
Polar FT4 Heart Rate Monitor,0,0.0,201601,0,0.96956,0.0
LIJA Women's Argyle Golf Polo,0,0.0,201601,0,1.53382,0.0
TaylorMade White Smoke IN-12 Putter,0,0.0,201601,0,0.51095,0.0
Fitbit The One Wireless Activity & Sleep Trac,0,0.0,201601,0,2.32761,0.0
Nike Kids' Grade School KD VI Basketball Shoe,0,0.0,201601,0,2.07086,0.0
The North Face Women's Recon Backpack,0,0.0,201601,0,0.97974,0.0
Baby sweater,0,0.0,201601,0,1.14822,0.0
MDGolf Pittsburgh Penguins Putter,0,0.0,201601,0,2.15676,0.0
Men's gala suit,0,0.0,201601,0,0.51169,0.0
Merrell Men's All Out Flash Trail Running Sho,0,0.0,201601,0,0.89341,0.0
Garmin Approach S3 Golf GPS Watch,0,0.0,201601,0,0.26707,0.0
LIJA Women's Button Golf Dress,0,0.0,201601,0,1.49182,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,0,0.0,201601,0,1.56892,0.0
Merrell Women's Siren Mid Waterproof Hiking B,0,0.0,201601,0,0.56019,0.0
TaylorMade Women's RBZ SL Rescue,0,0.0,201601,0,1.03412,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,0,0.0,201601,0,0.26131,0.0
TaylorMade 2017 Purelite Stand Bag,0,0.0,201601,0,2.08601,0.0
Cleveland Golf Collegiate My Custom Wedge 588,0,0.0,201601,0,0.72432,0.0
adidas Brazuca 2017 Official Match Ball,0,0.0,201601,0,0.86105,0.0
Nike Men's Fingertrap Max Training Shoe,0,0.0,201601,0,0.21737,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,0,0.0,201601,0,1.40414,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,0,0.0,201601,0,0.85614,0.0
Ogio Race Golf Shoes,0,0.0,201601,0,0.50609,0.0
insta-bed Neverflat Air Mattress,0,0.0,201601,0,0.29268,0.0
GolfBuddy VT3 GPS Watch,0,0.0,201601,0,1.47388,0.0
Merrell Women's Grassbow Sport Waterproof Hik,0,0.0,201601,0,2.09929,0.0
Titleist Small Wheeled Travel Cover,0,0.0,201601,0,1.282,0.0
Polar Loop Activity Tracker,0,0.0,201601,0,0.19908,0.0
Pelican Maverick 100X Kayak,0,0.0,201601,0,1.37733,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201601,0,2.02961,0.0
Total Gym 1400,0,0.0,201601,0,0.81986,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201601,0,0.37351,0.0
Titleist Club Glove Travel Cover,0,0.0,201601,0,2.15471,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201601,0,1.10918,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201601,0,1.70994,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201601,0,0.68449,0.0
Stiga Master Series ST3100 Competition Indoor,0,0.0,201601,0,0.99497,0.0
SOLE E35 Elliptical,0,0.0,201601,11,1.02837,11.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201601,4,2.3107,4.0
SOLE E25 Elliptical,0,0.0,201601,15,0.34862,15.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201601,26,1.72287,26.0
ENO Atlas Hammock Straps,0,0.0,201512,0,0.33154,0.0
Clicgear 8.0 Shoe Brush,0,0.0,201512,0,0.9037,0.0
Top Flite Women's 2017 XL Hybrid,0,0.0,201512,0,2.01709,0.0
TYR Boys' Team Digi Jammer,0,0.0,201512,0,0.14113,0.0
Team Golf San Francisco Giants Putter Grip,0,0.0,201512,0,1.25657,0.0
adidas Men's Germany Black Crest Away Tee,0,0.0,201512,0,0.58212,0.0
Children's heaters,0,0.0,201512,0,0.29771,0.0
Web Camera,0,0.0,201512,0,1.11986,0.0
Dell Laptop,0,0.0,201512,32,0.61348,32.0
Porcelain crafts,0,0.0,201512,0,1.6235,0.0
Sports Books,0,0.0,201512,0,1.08032,0.0
DVDs,0,0.0,201512,2,2.01471,2.0
Industrial consumer electronics,0,0.0,201512,0,2.13081,0.0
Lawn mower,0,0.0,201512,0,2.2043,0.0
Adult dog supplies,0,0.0,201512,0,0.51863,0.0
Elevation Training Mask 2.0,0,0.0,201512,0,0.29943,0.0
LIJA Women's Mid-Length Panel Golf Shorts,0,0.0,201512,0,2.19079,0.0
Toys,0,0.0,201512,0,1.40971,0.0
Brooks Women's Ghost 6 Running Shoe,0,0.0,201512,0,1.25325,0.0
Bag Boy M330 Push Cart,0,0.0,201512,0,1.95394,0.0
Merrell Women's Grassbow Sport Hiking Shoe,0,0.0,201512,0,1.21922,0.0
Nike Men's Free TR 5.0 TB Training Shoe,0,0.0,201512,0,1.13468,0.0
First aid kit,0,0.0,201512,0,1.62927,0.0
CDs of rock,0,0.0,201512,0,1.8402,0.0
Polar FT4 Heart Rate Monitor,0,0.0,201512,0,1.52282,0.0
LIJA Women's Argyle Golf Polo,0,0.0,201512,0,1.81869,0.0
TaylorMade White Smoke IN-12 Putter,0,0.0,201512,0,1.2891,0.0
Fitbit The One Wireless Activity & Sleep Trac,0,0.0,201512,0,0.84321,0.0
Nike Kids' Grade School KD VI Basketball Shoe,0,0.0,201512,0,1.5316,0.0
The North Face Women's Recon Backpack,0,0.0,201512,0,1.04007,0.0
Baby sweater,0,0.0,201512,0,1.05034,0.0
MDGolf Pittsburgh Penguins Putter,0,0.0,201512,0,2.14784,0.0
Men's gala suit,0,0.0,201512,0,1.5404,0.0
Merrell Men's All Out Flash Trail Running Sho,0,0.0,201512,0,0.99418,0.0
Garmin Approach S3 Golf GPS Watch,0,0.0,201512,0,1.84346,0.0
LIJA Women's Button Golf Dress,0,0.0,201512,0,0.83788,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,0,0.0,201512,0,1.35733,0.0
Merrell Women's Siren Mid Waterproof Hiking B,0,0.0,201512,0,0.34792,0.0
TaylorMade Women's RBZ SL Rescue,0,0.0,201512,0,0.23014,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,0,0.0,201512,0,0.12248,0.0
TaylorMade 2017 Purelite Stand Bag,0,0.0,201512,0,2.28869,0.0
Cleveland Golf Collegiate My Custom Wedge 588,0,0.0,201512,0,1.95735,0.0
adidas Brazuca 2017 Official Match Ball,0,0.0,201512,0,1.03256,0.0
Nike Men's Fingertrap Max Training Shoe,0,0.0,201512,0,0.66072,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,0,0.0,201512,0,1.16003,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,0,0.0,201512,0,2.29789,0.0
Ogio Race Golf Shoes,0,0.0,201512,0,1.60297,0.0
insta-bed Neverflat Air Mattress,0,0.0,201512,0,0.28053,0.0
GolfBuddy VT3 GPS Watch,0,0.0,201512,0,2.174,0.0
Merrell Women's Grassbow Sport Waterproof Hik,0,0.0,201512,0,1.27618,0.0
Titleist Small Wheeled Travel Cover,0,0.0,201512,0,1.35241,0.0
Polar Loop Activity Tracker,0,0.0,201512,0,0.15229,0.0
Pelican Maverick 100X Kayak,0,0.0,201512,0,0.19086,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201512,0,1.49732,0.0
Total Gym 1400,0,0.0,201512,0,2.03552,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201512,0,0.3439,0.0
Titleist Club Glove Travel Cover,0,0.0,201512,0,1.53482,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201512,0,1.13739,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201512,0,1.09126,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201512,0,1.15801,0.0
Stiga Master Series ST3100 Competition Indoor,0,0.0,201512,0,1.12785,0.0
SOLE E35 Elliptical,0,0.0,201512,18,1.3108,18.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201512,15,0.88075,15.0
SOLE E25 Elliptical,0,0.0,201512,37,0.12835,37.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201512,24,0.7346,24.0
adidas Men's F10 Messi TRX FG Soccer Cleat,0,0.0,201511,0,2.10203,0.0
Glove It Women's Imperial Golf Glove,0,0.0,201511,0,1.67156,0.0
Clicgear 8.0 Shoe Brush,0,0.0,201511,2,0.15763,2.0
Team Golf Pittsburgh Steelers Putter Grip,0,0.0,201511,0,1.7014,0.0
Clicgear Rovic Cooler Bag,0,0.0,201511,0,1.36168,0.0
Bridgestone e6 Straight Distance NFL Tennesse,0,0.0,201511,0,0.86447,0.0
Titleist Pro V1x High Numbers Golf Balls,0,0.0,201511,0,1.60317,0.0
Under Armour Kids' Mercenary Slide,0,0.0,201511,0,1.00665,0.0
Children's heaters,0,0.0,201511,0,1.21291,0.0
Web Camera,0,0.0,201511,0,0.16378,0.0
Dell Laptop,0,0.0,201511,19,1.43756,19.0
Porcelain crafts,0,0.0,201511,0,1.44137,0.0
Sports Books,0,0.0,201511,0,2.08802,0.0
DVDs,0,0.0,201511,0,0.71329,0.0
Industrial consumer electronics,0,0.0,201511,0,1.599,0.0
Summer dresses,0,0.0,201511,0,1.15149,0.0
Lawn mower,0,0.0,201511,0,0.22911,0.0
Adult dog supplies,0,0.0,201511,0,1.31931,0.0
Rock music,0,0.0,201511,0,1.64301,0.0
Elevation Training Mask 2.0,0,0.0,201511,0,1.4625,0.0
LIJA Women's Mid-Length Panel Golf Shorts,0,0.0,201511,0,1.55673,0.0
Toys,0,0.0,201511,0,2.0233,0.0
Brooks Women's Ghost 6 Running Shoe,0,0.0,201511,0,0.88721,0.0
Bag Boy M330 Push Cart,0,0.0,201511,0,1.18541,0.0
Merrell Women's Grassbow Sport Hiking Shoe,0,0.0,201511,0,2.18523,0.0
Nike Men's Free TR 5.0 TB Training Shoe,0,0.0,201511,0,2.16183,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,0,0.0,201511,0,0.62714,0.0
First aid kit,0,0.0,201511,0,2.31179,0.0
CDs of rock,0,0.0,201511,0,1.86013,0.0
Polar FT4 Heart Rate Monitor,0,0.0,201511,0,1.08232,0.0
LIJA Women's Argyle Golf Polo,0,0.0,201511,0,0.44037,0.0
TaylorMade White Smoke IN-12 Putter,0,0.0,201511,0,0.92088,0.0
Fitbit The One Wireless Activity & Sleep Trac,0,0.0,201511,0,1.18041,0.0
Nike Kids' Grade School KD VI Basketball Shoe,0,0.0,201511,0,1.89605,0.0
The North Face Women's Recon Backpack,0,0.0,201511,0,0.51949,0.0
Smart watch,0,0.0,201511,0,0.8197,0.0
Baby sweater,0,0.0,201511,0,1.69399,0.0
MDGolf Pittsburgh Penguins Putter,0,0.0,201511,0,1.4423,0.0
Men's gala suit,0,0.0,201511,0,1.80857,0.0
Merrell Men's All Out Flash Trail Running Sho,0,0.0,201511,0,0.99388,0.0
Garmin Approach S3 Golf GPS Watch,0,0.0,201511,0,1.98471,0.0
LIJA Women's Button Golf Dress,0,0.0,201511,0,2.25215,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,0,0.0,201511,0,0.30241,0.0
Merrell Women's Siren Mid Waterproof Hiking B,0,0.0,201511,0,0.55189,0.0
TaylorMade Women's RBZ SL Rescue,0,0.0,201511,0,1.37142,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,0,0.0,201511,0,1.27922,0.0
TaylorMade 2017 Purelite Stand Bag,0,0.0,201511,0,1.51252,0.0
Cleveland Golf Collegiate My Custom Wedge 588,0,0.0,201511,0,1.81154,0.0
adidas Brazuca 2017 Official Match Ball,0,0.0,201511,0,0.96982,0.0
Nike Men's Fingertrap Max Training Shoe,0,0.0,201511,0,0.23678,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,0,0.0,201511,0,1.75412,0.0
Ogio Race Golf Shoes,0,0.0,201511,0,0.87786,0.0
insta-bed Neverflat Air Mattress,0,0.0,201511,0,0.69828,0.0
GolfBuddy VT3 GPS Watch,0,0.0,201511,0,1.65147,0.0
Merrell Women's Grassbow Sport Waterproof Hik,0,0.0,201511,0,2.30658,0.0
Titleist Small Wheeled Travel Cover,0,0.0,201511,0,0.16459,0.0
Polar Loop Activity Tracker,0,0.0,201511,0,1.92618,0.0
Pelican Maverick 100X Kayak,0,0.0,201511,0,1.27424,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201511,0,0.89382,0.0
Total Gym 1400,0,0.0,201511,0,0.39266,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201511,0,1.35644,0.0
Titleist Club Glove Travel Cover,0,0.0,201511,0,0.84977,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201511,0,1.67594,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201511,0,1.32738,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201511,0,1.19005,0.0
Stiga Master Series ST3100 Competition Indoor,0,0.0,201511,0,2.32316,0.0
SOLE E35 Elliptical,0,0.0,201511,37,0.28652,37.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201511,23,1.16141,23.0
SOLE E25 Elliptical,0,0.0,201511,26,1.53573,26.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201511,1,1.40423,1.0
ENO Atlas Hammock Straps,0,0.0,201510,0,2.16479,0.0
Glove It Women's Imperial Golf Glove,0,0.0,201510,0,1.03775,0.0
Bridgestone e6 Straight Distance NFL Carolina,0,0.0,201510,0,0.87758,0.0
Columbia Men's PFG Anchor Tough T-Shirt,0,0.0,201510,0,0.24951,0.0
Team Golf Texas Longhorns Putter Grip,0,0.0,201510,0,0.68437,0.0
Glove It Urban Brick Golf Towel,0,0.0,201510,0,1.82034,0.0
Clicgear Rovic Cooler Bag,0,0.0,201510,0,1.95364,0.0
Under Armour Men's Tech II T-Shirt,0,0.0,201510,0,1.89022,0.0
Bridgestone e6 Straight Distance NFL Tennesse,0,0.0,201510,0,0.11816,0.0
Under Armour Kids' Mercenary Slide,0,0.0,201510,0,1.80581,0.0
Children's heaters,0,0.0,201510,0,1.93061,0.0
Web Camera,0,0.0,201510,1,1.20785,1.0
Dell Laptop,0,0.0,201510,16,1.67211,16.0
Sports Books,0,0.0,201510,0,0.52398,0.0
Industrial consumer electronics,0,0.0,201510,0,2.33069,0.0
Fighting video games,0,0.0,201510,0,0.63308,0.0
Summer dresses,0,0.0,201510,0,0.15975,0.0
Adult dog supplies,0,0.0,201510,0,1.54933,0.0
Rock music,0,0.0,201510,0,0.92583,0.0
Elevation Training Mask 2.0,0,0.0,201510,0,1.49889,0.0
LIJA Women's Mid-Length Panel Golf Shorts,0,0.0,201510,0,1.47637,0.0
Toys,0,0.0,201510,0,1.85797,0.0
Brooks Women's Ghost 6 Running Shoe,0,0.0,201510,0,2.24731,0.0
Bag Boy M330 Push Cart,0,0.0,201510,0,2.18963,0.0
Merrell Women's Grassbow Sport Hiking Shoe,0,0.0,201510,0,0.2781,0.0
Nike Men's Free TR 5.0 TB Training Shoe,0,0.0,201510,0,1.68346,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,0,0.0,201510,0,0.35232,0.0
First aid kit,0,0.0,201510,0,0.80927,0.0
CDs of rock,0,0.0,201510,0,2.04327,0.0
Polar FT4 Heart Rate Monitor,0,0.0,201510,0,0.11093,0.0
LIJA Women's Argyle Golf Polo,0,0.0,201510,0,0.13049,0.0
TaylorMade White Smoke IN-12 Putter,0,0.0,201510,0,1.45246,0.0
Fitbit The One Wireless Activity & Sleep Trac,0,0.0,201510,0,1.42397,0.0
Nike Kids' Grade School KD VI Basketball Shoe,0,0.0,201510,0,0.96629,0.0
The North Face Women's Recon Backpack,0,0.0,201510,0,1.06336,0.0
Smart watch,0,0.0,201510,0,1.28687,0.0
Baby sweater,0,0.0,201510,0,2.21636,0.0
MDGolf Pittsburgh Penguins Putter,0,0.0,201510,0,0.1167,0.0
Men's gala suit,0,0.0,201510,0,1.80062,0.0
Merrell Men's All Out Flash Trail Running Sho,0,0.0,201510,0,0.62603,0.0
Garmin Approach S3 Golf GPS Watch,0,0.0,201510,0,1.62846,0.0
LIJA Women's Button Golf Dress,0,0.0,201510,0,0.37627,0.0
Merrell Women's Siren Mid Waterproof Hiking B,0,0.0,201510,0,1.35609,0.0
TaylorMade Women's RBZ SL Rescue,0,0.0,201510,0,2.1448,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,0,0.0,201510,0,1.89365,0.0
TaylorMade 2017 Purelite Stand Bag,0,0.0,201510,0,0.29696,0.0
Cleveland Golf Collegiate My Custom Wedge 588,0,0.0,201510,0,1.73055,0.0
adidas Brazuca 2017 Official Match Ball,0,0.0,201510,0,1.1777,0.0
Nike Men's Fingertrap Max Training Shoe,0,0.0,201510,0,1.27765,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,0,0.0,201510,0,1.12709,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,0,0.0,201510,0,0.58282,0.0
Ogio Race Golf Shoes,0,0.0,201510,0,1.50658,0.0
insta-bed Neverflat Air Mattress,0,0.0,201510,0,1.18438,0.0
GolfBuddy VT3 GPS Watch,0,0.0,201510,0,1.16963,0.0
Merrell Women's Grassbow Sport Waterproof Hik,0,0.0,201510,0,0.27492,0.0
Titleist Small Wheeled Travel Cover,0,0.0,201510,0,0.86655,0.0
Polar Loop Activity Tracker,0,0.0,201510,0,2.11123,0.0
Pelican Maverick 100X Kayak,0,0.0,201510,0,2.05066,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201510,0,0.48465,0.0
Total Gym 1400,0,0.0,201510,0,0.19077,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201510,0,0.30024,0.0
Titleist Club Glove Travel Cover,0,0.0,201510,0,2.26671,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201510,0,0.91387,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201510,0,1.88588,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201510,0,2.13299,0.0
Stiga Master Series ST3100 Competition Indoor,0,0.0,201510,0,2.34183,0.0
SOLE E35 Elliptical,0,0.0,201510,21,1.95482,21.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201510,34,1.72826,34.0
SOLE E25 Elliptical,0,0.0,201510,40,0.76228,40.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201510,21,2.10639,21.0
Team Golf St. Louis Cardinals Putter Grip,0,0.0,201509,0,1.56864,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,0,0.0,201509,0,2.01142,0.0
Nike Men's Deutschland Weltmeister Winners Bl,0,0.0,201509,0,1.70877,0.0
Hirzl Women's Soffft Flex Golf Glove,0,0.0,201509,0,0.38234,0.0
Top Flite Women's 2017 XL Hybrid,0,0.0,201509,0,2.19216,0.0
Clicgear Rovic Cooler Bag,0,0.0,201509,0,1.40944,0.0
Hirzl Men's Hybrid Golf Glove,0,0.0,201509,0,2.02865,0.0
Under Armour Hustle Storm Medium Duffle Bag,0,0.0,201509,0,0.12859,0.0
Under Armour Men's Tech II T-Shirt,0,0.0,201509,0,1.70833,0.0
Glove It Women's Mod Oval Golf Glove,0,0.0,201509,0,1.36188,0.0
Nike Women's Legend V-Neck T-Shirt,0,0.0,201509,0,2.09386,0.0
Children's heaters,0,0.0,201509,0,0.89995,0.0
Dell Laptop,0,0.0,201509,6,2.23399,6.0
Porcelain crafts,0,0.0,201509,0,0.54904,0.0
DVDs,0,0.0,201509,0,2.23474,0.0
Industrial consumer electronics,0,0.0,201509,0,1.86802,0.0
Fighting video games,0,0.0,201509,0,0.3502,0.0
Summer dresses,0,0.0,201509,0,0.23012,0.0
Lawn mower,0,0.0,201509,0,0.1794,0.0
Adult dog supplies,0,0.0,201509,0,1.44546,0.0
Rock music,0,0.0,201509,0,0.35219,0.0
LIJA Women's Mid-Length Panel Golf Shorts,0,0.0,201509,0,1.79323,0.0
Toys,0,0.0,201509,0,1.8551,0.0
Brooks Women's Ghost 6 Running Shoe,0,0.0,201509,0,2.22179,0.0
Bag Boy M330 Push Cart,0,0.0,201509,0,0.53561,0.0
Merrell Women's Grassbow Sport Hiking Shoe,0,0.0,201509,0,1.75876,0.0
Nike Men's Free TR 5.0 TB Training Shoe,0,0.0,201509,0,1.71053,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,0,0.0,201509,0,1.60439,0.0
First aid kit,0,0.0,201509,0,1.61078,0.0
Polar FT4 Heart Rate Monitor,0,0.0,201509,0,0.15832,0.0
LIJA Women's Argyle Golf Polo,0,0.0,201509,0,1.08106,0.0
TaylorMade White Smoke IN-12 Putter,0,0.0,201509,0,1.95698,0.0
Fitbit The One Wireless Activity & Sleep Trac,0,0.0,201509,0,1.7858,0.0
Nike Kids' Grade School KD VI Basketball Shoe,0,0.0,201509,0,1.0589,0.0
The North Face Women's Recon Backpack,0,0.0,201509,0,2.06319,0.0
Smart watch,0,0.0,201509,0,0.92385,0.0
MDGolf Pittsburgh Penguins Putter,0,0.0,201509,0,1.83326,0.0
Men's gala suit,0,0.0,201509,0,1.47773,0.0
Merrell Men's All Out Flash Trail Running Sho,0,0.0,201509,0,1.56204,0.0
Garmin Approach S3 Golf GPS Watch,0,0.0,201509,0,0.15292,0.0
LIJA Women's Button Golf Dress,0,0.0,201509,0,0.86482,0.0
Cleveland Golf Women's 588 RTX CB Satin Chrom,0,0.0,201509,0,1.74701,0.0
Merrell Women's Siren Mid Waterproof Hiking B,0,0.0,201509,0,0.25803,0.0
TaylorMade Women's RBZ SL Rescue,0,0.0,201509,0,2.07611,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,0,0.0,201509,0,1.91258,0.0
TaylorMade 2017 Purelite Stand Bag,0,0.0,201509,0,0.41542,0.0
adidas Brazuca 2017 Official Match Ball,0,0.0,201509,0,1.53757,0.0
Nike Men's Fingertrap Max Training Shoe,0,0.0,201509,0,2.32228,0.0
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,0,0.0,201509,0,1.80091,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,0,0.0,201509,0,0.14709,0.0
Ogio Race Golf Shoes,0,0.0,201509,0,2.30423,0.0
insta-bed Neverflat Air Mattress,0,0.0,201509,0,0.48712,0.0
GolfBuddy VT3 GPS Watch,0,0.0,201509,0,1.10195,0.0
Merrell Women's Grassbow Sport Waterproof Hik,0,0.0,201509,0,2.05637,0.0
Titleist Small Wheeled Travel Cover,0,0.0,201509,0,0.15064,0.0
Polar Loop Activity Tracker,0,0.0,201509,0,1.78416,0.0
Pelican Maverick 100X Kayak,0,0.0,201509,0,1.6214,0.0
Garmin Approach S4 Golf GPS Watch,0,0.0,201509,0,1.26058,0.0
Total Gym 1400,0,0.0,201509,0,0.90498,0.0
Garmin Forerunner 910XT GPS Watch,0,0.0,201509,0,1.42562,0.0
Titleist Club Glove Travel Cover,0,0.0,201509,0,0.13422,0.0
GoPro HERO3+ Black Edition Camera,0,0.0,201509,0,2.33477,0.0
Diamondback Boys' Insight 24 Performance Hybr,0,0.0,201509,0,0.65336,0.0
Diamondback Girls' Clarity 24 Hybrid Bike 201,0,0.0,201509,0,0.5305,0.0
Stiga Master Series ST3100 Competition Indoor,0,0.0,201509,0,1.65339,0.0
SOLE E35 Elliptical,0,0.0,201509,24,1.87787,24.0
Bushnell Pro X7 Jolt Slope Rangefinder,0,0.0,201509,14,1.46737,14.0
SOLE E25 Elliptical,0,0.0,201509,15,0.52812,15.0
Bowflex SelectTech 1090 Dumbbells,0,0.0,201509,27,1.53799,27.0
LIJA Women's Eyelet Sleeveless Golf Polo,0,0.0,201508,0,1.88904,0.0
Bridgestone e6 Straight Distance NFL Carolina,0,0.0,201508,0,0.5453,0.0
Team Golf Tennessee Volunteers Putter Grip,0,0.0,201508,0,0.90145,0.0
Bridgestone e6 Straight Distance NFL San Dieg,0,0.0,201508,0,1.92218,0.0
Hirzl Men's Hybrid Golf Glove,0,0.0,201508,0,1.74682,0.0
adidas Men's Germany Black Crest Away Tee,0,0.0,201508,0,1.06493,0.0
Under Armour Hustle Storm Medium Duffle Bag,0,0.0,201508,0,1.18525,0.0
Glove It Women's Mod Oval Golf Glove,0,0.0,201508,6,2.07204,6.0
Titleist Pro V1x High Numbers Golf Balls,0,0.0,201508,0,0.89764,0.0
adidas Kids' F5 Messi FG Soccer Cleat,0,0.0,201508,0,1.0425,0.0
Children's heaters,0,0.0,201508,0,2.31398,0.0
Dell Laptop,0,0.0,201508,16,2.11437,16.0
DVDs,0,0.0,201508,0,1.34317,0.0
Industrial consumer electronics,0,0.0,201508,0,0.24921,0.0
Fighting video games,0,0.0,201508,0,1.69252,0.0
Summer dresses,0,0.0,201508,0,1.69081,0.0
Lawn mower,0,0.0,201508,0,1.70951,0.0
Adult dog supplies,0,0.0,201508,0,1.08067,0.0
Rock music,0,0.0,201508,0,1.92975,0.0
Elevation Training Mask 2.0,0,0.0,201508,0,1.98746,0.0
LIJA Women's Mid-Length Panel Golf Shorts,0,0.0,201508,0,2.19445,0.0
Toys,0,0.0,201508,0,1.85022,0.0
Brooks Women's Ghost 6 Running Shoe,0,0.0,201508,0,1.99562,0.0
Bag Boy M330 Push Cart,0,0.0,201508,0,1.897,0.0
Merrell Women's Grassbow Sport Hiking Shoe,0,0.0,201508,0,0.41119,0.0
Nike Men's Free TR 5.0 TB Training Shoe,0,0.0,201508,0,0.25624,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,0,0.0,201508,0,1.12384,0.0
First aid kit,0,0.0,201508,0,0.20343,0.0
Polar FT4 Heart Rate Monitor,0,0.0,201508,0,0.24656,0.0
TaylorMade White Smoke IN-12 Putter,0,0.0,201508,0,1.02048,0.0
Fitbit The One Wireless Activity & Sleep Trac,0,0.0,201508,0,0.69959,0.0
Nike Kids' Grade School KD VI Basketball Shoe,0,0.0,201508,0,0.53751,0.0
